Group Starts,Avg - Delay (Peace Arch)
2019-03-22 00:00:00,17.9
2019-03-22 01:00:00,0.0
2019-03-22 02:00:00,0.0
2019-03-22 03:00:00,0.0
2019-03-22 04:00:00,0.0
2019-03-22 05:00:00,0.0
2019-03-22 06:00:00,1.2
2019-03-22 07:00:00,3.3
2019-03-22 08:00:00,11.9
2019-03-22 09:00:00,30.6
2019-03-22 10:00:00,40.2
2019-03-22 11:00:00,55.4
2019-03-22 12:00:00,65.8
2019-03-22 13:00:00,64.8
2019-03-22 14:00:00,56.9
2019-03-22 15:00:00,59.7
2019-03-22 16:00:00,49.5
2019-03-22 17:00:00,48.2
2019-03-22 18:00:00,60.8
2019-03-22 19:00:00,41.1
2019-03-22 20:00:00,21.6
2019-03-22 21:00:00,0.4
2019-03-22 22:00:00,0.2
2019-03-22 23:00:00,0.7
