Group Starts,Avg - Delay (Peace Arch)
2019-07-13 00:00:00,1.6
2019-07-13 01:00:00,0.5
2019-07-13 02:00:00,0.1
2019-07-13 03:00:00,0.0
2019-07-13 04:00:00,0.0
2019-07-13 05:00:00,1.1
2019-07-13 06:00:00,11.4
2019-07-13 07:00:00,26.0
2019-07-13 08:00:00,20.7
2019-07-13 09:00:00,32.6
2019-07-13 10:00:00,42.4
2019-07-13 11:00:00,44.6
2019-07-13 12:00:00,47.8
2019-07-13 13:00:00,40.1
2019-07-13 14:00:00,37.6
2019-07-13 15:00:00,27.8
2019-07-13 16:00:00,34.6
2019-07-13 17:00:00,24.8
2019-07-13 18:00:00,11.5
2019-07-13 19:00:00,11.0
2019-07-13 20:00:00,2.7
2019-07-13 21:00:00,2.1
2019-07-13 22:00:00,5.1
2019-07-13 23:00:00,15.3
