Group Starts,Avg - Delay (Peace Arch)
2019-07-27 00:00:00,1.6
2019-07-27 01:00:00,0.8
2019-07-27 02:00:00,0.3
2019-07-27 03:00:00,0.0
2019-07-27 04:00:00,0.0
2019-07-27 05:00:00,0.6
2019-07-27 06:00:00,5.1
2019-07-27 07:00:00,20.9
2019-07-27 08:00:00,30.8
2019-07-27 09:00:00,52.0
2019-07-27 10:00:00,45.3
2019-07-27 11:00:00,46.4
2019-07-27 12:00:00,50.0
2019-07-27 13:00:00,35.6
2019-07-27 14:00:00,22.4
2019-07-27 15:00:00,13.3
2019-07-27 16:00:00,13.3
2019-07-27 17:00:00,1.6
2019-07-27 18:00:00,1.9
2019-07-27 19:00:00,4.8
2019-07-27 20:00:00,2.0
2019-07-27 21:00:00,8.8
2019-07-27 22:00:00,12.8
2019-07-27 23:00:00,5.3
