Group Starts,Avg - Delay (Peace Arch)
2019-04-01 00:00:00,0.1
2019-04-01 01:00:00,0.0
2019-04-01 02:00:00,0.2
2019-04-01 03:00:00,0.0
2019-04-01 04:00:00,0.0
2019-04-01 05:00:00,0.0
2019-04-01 06:00:00,0.1
2019-04-01 07:00:00,0.1
2019-04-01 08:00:00,1.6
2019-04-01 09:00:00,41.3
2019-04-01 10:00:00,48.5
2019-04-01 11:00:00,34.9
2019-04-01 12:00:00,52.2
2019-04-01 13:00:00,47.9
2019-04-01 14:00:00,50.3
2019-04-01 15:00:00,39.5
2019-04-01 16:00:00,49.7
2019-04-01 17:00:00,28.0
2019-04-01 18:00:00,14.3
2019-04-01 19:00:00,10.5
2019-04-01 20:00:00,41.1
2019-04-01 21:00:00,35.0
2019-04-01 22:00:00,7.5
2019-04-01 23:00:00,0.1
