Group Starts,Avg - Delay (Peace Arch)
2019-04-12 00:00:00,0.0
2019-04-12 01:00:00,0.0
2019-04-12 02:00:00,0.0
2019-04-12 03:00:00,0.0
2019-04-12 04:00:00,0.0
2019-04-12 05:00:00,0.0
2019-04-12 06:00:00,0.0
2019-04-12 07:00:00,0.2
2019-04-12 08:00:00,16.0
2019-04-12 09:00:00,20.6
2019-04-12 10:00:00,7.8
2019-04-12 11:00:00,4.6
2019-04-12 12:00:00,0.3
2019-04-12 13:00:00,0.7
2019-04-12 14:00:00,0.2
2019-04-12 15:00:00,2.4
2019-04-12 16:00:00,9.6
2019-04-12 17:00:00,23.6
2019-04-12 18:00:00,40.8
2019-04-12 19:00:00,35.4
2019-04-12 20:00:00,48.3
2019-04-12 21:00:00,3.8
2019-04-12 22:00:00,0.2
2019-04-12 23:00:00,0.6
