Group Starts,Avg - Delay (Peace Arch)
2019-06-18 00:00:00,1.1
2019-06-18 01:00:00,0.0
2019-06-18 02:00:00,0.0
2019-06-18 03:00:00,0.0
2019-06-18 04:00:00,0.0
2019-06-18 05:00:00,0.0
2019-06-18 06:00:00,0.0
2019-06-18 07:00:00,0.3
2019-06-18 08:00:00,1.7
2019-06-18 09:00:00,16.9
2019-06-18 10:00:00,28.4
2019-06-18 11:00:00,42.0
2019-06-18 12:00:00,38.6
2019-06-18 13:00:00,29.8
2019-06-18 14:00:00,11.4
2019-06-18 15:00:00,1.8
2019-06-18 16:00:00,0.9
2019-06-18 17:00:00,2.5
2019-06-18 18:00:00,2.6
2019-06-18 19:00:00,1.1
2019-06-18 20:00:00,6.3
2019-06-18 21:00:00,1.7
2019-06-18 22:00:00,0.7
2019-06-18 23:00:00,0.0
