Group Starts,Avg - Delay (Peace Arch)
2019-04-26 00:00:00,0.0
2019-04-26 01:00:00,0.0
2019-04-26 02:00:00,0.0
2019-04-26 03:00:00,0.0
2019-04-26 04:00:00,0.0
2019-04-26 05:00:00,0.0
2019-04-26 06:00:00,0.1
2019-04-26 07:00:00,0.2
2019-04-26 08:00:00,1.1
2019-04-26 09:00:00,16.9
2019-04-26 10:00:00,29.8
2019-04-26 11:00:00,44.7
2019-04-26 12:00:00,48.0
2019-04-26 13:00:00,62.3
2019-04-26 14:00:00,55.3
2019-04-26 15:00:00,49.8
2019-04-26 16:00:00,53.8
2019-04-26 17:00:00,48.5
2019-04-26 18:00:00,48.8
2019-04-26 19:00:00,38.1
2019-04-26 20:00:00,13.3
2019-04-26 21:00:00,2.4
2019-04-26 22:00:00,5.5
2019-04-26 23:00:00,7.3
