Group Starts,Avg - Delay (Peace Arch)
2019-07-29 00:00:00,0.5
2019-07-29 01:00:00,0.3
2019-07-29 02:00:00,0.0
2019-07-29 03:00:00,0.0
2019-07-29 04:00:00,0.0
2019-07-29 05:00:00,0.2
2019-07-29 06:00:00,1.0
2019-07-29 07:00:00,3.7
2019-07-29 08:00:00,6.7
2019-07-29 09:00:00,13.3
2019-07-29 10:00:00,27.9
2019-07-29 11:00:00,34.6
2019-07-29 12:00:00,43.1
2019-07-29 13:00:00,30.2
2019-07-29 14:00:00,30.3
2019-07-29 15:00:00,31.0
2019-07-29 16:00:00,23.1
2019-07-29 17:00:00,6.2
2019-07-29 18:00:00,2.1
2019-07-29 19:00:00,1.8
2019-07-29 20:00:00,2.0
2019-07-29 21:00:00,7.9
2019-07-29 22:00:00,4.3
2019-07-29 23:00:00,1.0
