Group Starts,Avg - Delay (Peace Arch)
2019-03-26 00:00:00,0.0
2019-03-26 01:00:00,0.0
2019-03-26 02:00:00,0.0
2019-03-26 03:00:00,0.0
2019-03-26 04:00:00,0.0
2019-03-26 05:00:00,0.0
2019-03-26 06:00:00,0.1
2019-03-26 07:00:00,0.1
2019-03-26 08:00:00,1.4
2019-03-26 09:00:00,14.3
2019-03-26 10:00:00,29.9
2019-03-26 11:00:00,46.3
2019-03-26 12:00:00,49.2
2019-03-26 13:00:00,49.7
2019-03-26 14:00:00,37.3
2019-03-26 15:00:00,24.3
2019-03-26 16:00:00,17.0
2019-03-26 17:00:00,22.8
2019-03-26 18:00:00,16.6
2019-03-26 19:00:00,6.9
2019-03-26 20:00:00,1.8
2019-03-26 21:00:00,3.9
2019-03-26 22:00:00,0.8
2019-03-26 23:00:00,0.4
