Group Starts,Avg - Delay (Peace Arch)
2019-05-31 00:00:00,0.4
2019-05-31 01:00:00,0.0
2019-05-31 02:00:00,0.0
2019-05-31 03:00:00,0.0
2019-05-31 04:00:00,0.0
2019-05-31 05:00:00,0.0
2019-05-31 06:00:00,0.2
2019-05-31 07:00:00,3.7
2019-05-31 08:00:00,22.4
2019-05-31 09:00:00,32.8
2019-05-31 10:00:00,59.1
2019-05-31 11:00:00,73.8
2019-05-31 12:00:00,75.7
2019-05-31 13:00:00,80.3
2019-05-31 14:00:00,49.3
2019-05-31 15:00:00,52.7
2019-05-31 16:00:00,59.9
2019-05-31 17:00:00,68.8
2019-05-31 18:00:00,59.6
2019-05-31 19:00:00,31.4
2019-05-31 20:00:00,9.8
2019-05-31 21:00:00,0.8
2019-05-31 22:00:00,0.9
2019-05-31 23:00:00,1.0
