Group Starts,Avg - Delay (Peace Arch)
2019-05-02 00:00:00,0.0
2019-05-02 01:00:00,0.0
2019-05-02 02:00:00,0.0
2019-05-02 03:00:00,0.0
2019-05-02 04:00:00,0.0
2019-05-02 05:00:00,0.1
2019-05-02 06:00:00,2.7
2019-05-02 07:00:00,0.8
2019-05-02 08:00:00,0.1
2019-05-02 09:00:00,1.1
2019-05-02 10:00:00,4.8
2019-05-02 11:00:00,22.7
2019-05-02 12:00:00,7.6
2019-05-02 13:00:00,9.5
2019-05-02 14:00:00,3.2
2019-05-02 15:00:00,2.8
2019-05-02 16:00:00,7.1
2019-05-02 17:00:00,10.2
2019-05-02 18:00:00,2.8
2019-05-02 19:00:00,0.7
2019-05-02 20:00:00,2.8
2019-05-02 21:00:00,1.1
2019-05-02 22:00:00,0.0
2019-05-02 23:00:00,0.0
