Group Starts,Avg - Delay (Peace Arch)
2019-04-03 00:00:00,0.0
2019-04-03 01:00:00,0.0
2019-04-03 02:00:00,0.0
2019-04-03 03:00:00,0.0
2019-04-03 04:00:00,0.0
2019-04-03 05:00:00,14.0
2019-04-03 06:00:00,0.9
2019-04-03 07:00:00,0.2
2019-04-03 08:00:00,0.0
2019-04-03 09:00:00,0.2
2019-04-03 10:00:00,2.2
2019-04-03 11:00:00,9.8
2019-04-03 12:00:00,15.8
2019-04-03 13:00:00,4.0
2019-04-03 14:00:00,1.3
2019-04-03 15:00:00,16.8
2019-04-03 16:00:00,4.9
2019-04-03 17:00:00,0.5
2019-04-03 18:00:00,0.3
2019-04-03 19:00:00,0.4
2019-04-03 20:00:00,0.3
2019-04-03 21:00:00,0.0
2019-04-03 22:00:00,0.3
2019-04-03 23:00:00,0.0
