Group Starts,Avg - Delay (Peace Arch)
2019-04-13 00:00:00,0.3
2019-04-13 01:00:00,0.0
2019-04-13 02:00:00,0.0
2019-04-13 03:00:00,0.0
2019-04-13 04:00:00,0.1
2019-04-13 05:00:00,0.1
2019-04-13 06:00:00,0.3
2019-04-13 07:00:00,1.4
2019-04-13 08:00:00,12.4
2019-04-13 09:00:00,19.4
2019-04-13 10:00:00,26.3
2019-04-13 11:00:00,36.9
2019-04-13 12:00:00,34.5
2019-04-13 13:00:00,31.6
2019-04-13 14:00:00,27.9
2019-04-13 15:00:00,32.6
2019-04-13 16:00:00,41.1
2019-04-13 17:00:00,62.8
2019-04-13 18:00:00,51.9
2019-04-13 19:00:00,50.1
2019-04-13 20:00:00,32.3
2019-04-13 21:00:00,8.1
2019-04-13 22:00:00,1.0
2019-04-13 23:00:00,0.8
