Group Starts,Avg - Delay (Peace Arch)
2019-06-20 00:00:00,0.0
2019-06-20 01:00:00,0.0
2019-06-20 02:00:00,0.0
2019-06-20 03:00:00,0.0
2019-06-20 04:00:00,0.0
2019-06-20 05:00:00,0.6
2019-06-20 06:00:00,0.1
2019-06-20 07:00:00,1.7
2019-06-20 08:00:00,4.0
2019-06-20 09:00:00,11.0
2019-06-20 10:00:00,27.1
2019-06-20 11:00:00,36.2
2019-06-20 12:00:00,38.4
2019-06-20 13:00:00,31.3
2019-06-20 14:00:00,29.3
2019-06-20 15:00:00,33.2
2019-06-20 16:00:00,39.3
2019-06-20 17:00:00,36.6
2019-06-20 18:00:00,22.9
2019-06-20 19:00:00,7.4
2019-06-20 20:00:00,5.3
2019-06-20 21:00:00,0.6
2019-06-20 22:00:00,0.4
2019-06-20 23:00:00,1.5
