Group Starts,Avg - Delay (Peace Arch)
2019-05-27 00:00:00,0.3
2019-05-27 01:00:00,0.0
2019-05-27 02:00:00,0.0
2019-05-27 03:00:00,0.0
2019-05-27 04:00:00,0.0
2019-05-27 05:00:00,0.1
2019-05-27 06:00:00,0.0
2019-05-27 07:00:00,1.0
2019-05-27 08:00:00,2.6
2019-05-27 09:00:00,5.9
2019-05-27 10:00:00,20.9
2019-05-27 11:00:00,41.3
2019-05-27 12:00:00,62.1
2019-05-27 13:00:00,74.6
2019-05-27 14:00:00,73.9
2019-05-27 15:00:00,68.7
2019-05-27 16:00:00,71.0
2019-05-27 17:00:00,60.1
2019-05-27 18:00:00,58.2
2019-05-27 19:00:00,59.8
2019-05-27 20:00:00,40.8
2019-05-27 21:00:00,38.8
2019-05-27 22:00:00,10.9
2019-05-27 23:00:00,1.8
