Group Starts,Avg - Delay (Peace Arch)
2019-07-19 00:00:00,0.5
2019-07-19 01:00:00,0.3
2019-07-19 02:00:00,0.5
2019-07-19 03:00:00,0.0
2019-07-19 04:00:00,0.0
2019-07-19 05:00:00,1.3
2019-07-19 06:00:00,0.6
2019-07-19 07:00:00,6.8
2019-07-19 08:00:00,5.3
2019-07-19 09:00:00,4.8
2019-07-19 10:00:00,24.4
2019-07-19 11:00:00,32.3
2019-07-19 12:00:00,42.5
2019-07-19 13:00:00,42.4
2019-07-19 14:00:00,27.1
2019-07-19 15:00:00,23.3
2019-07-19 16:00:00,27.0
2019-07-19 17:00:00,21.7
2019-07-19 18:00:00,14.2
2019-07-19 19:00:00,11.1
2019-07-19 20:00:00,8.3
2019-07-19 21:00:00,0.7
2019-07-19 22:00:00,4.5
2019-07-19 23:00:00,15.9
