Group Starts,Avg - Delay (Peace Arch)
2019-02-05 00:00:00,0.0
2019-02-05 01:00:00,0.0
2019-02-05 02:00:00,0.2
2019-02-05 03:00:00,0.0
2019-02-05 04:00:00,0.0
2019-02-05 05:00:00,0.0
2019-02-05 06:00:00,0.0
2019-02-05 07:00:00,0.0
2019-02-05 08:00:00,0.5
2019-02-05 09:00:00,0.8
2019-02-05 10:00:00,1.6
2019-02-05 11:00:00,8.6
2019-02-05 12:00:00,1.1
2019-02-05 13:00:00,6.7
2019-02-05 14:00:00,0.7
2019-02-05 15:00:00,3.1
2019-02-05 16:00:00,0.9
2019-02-05 17:00:00,0.8
2019-02-05 18:00:00,0.5
2019-02-05 19:00:00,0.3
2019-02-05 20:00:00,0.0
2019-02-05 21:00:00,0.0
2019-02-05 22:00:00,0.0
2019-02-05 23:00:00,0.0
