Group Starts,Avg - Delay (Peace Arch)
2019-04-25 00:00:00,0.0
2019-04-25 01:00:00,0.0
2019-04-25 02:00:00,0.0
2019-04-25 03:00:00,0.0
2019-04-25 04:00:00,0.0
2019-04-25 05:00:00,0.0
2019-04-25 06:00:00,0.0
2019-04-25 07:00:00,1.3
2019-04-25 08:00:00,6.3
2019-04-25 09:00:00,19.6
2019-04-25 10:00:00,36.6
2019-04-25 11:00:00,44.4
2019-04-25 12:00:00,44.3
2019-04-25 13:00:00,36.6
2019-04-25 14:00:00,26.7
2019-04-25 15:00:00,2.3
2019-04-25 16:00:00,9.2
2019-04-25 17:00:00,21.7
2019-04-25 18:00:00,18.1
2019-04-25 19:00:00,12.3
2019-04-25 20:00:00,0.6
2019-04-25 21:00:00,11.0
2019-04-25 22:00:00,0.3
2019-04-25 23:00:00,0.8
