Group Starts,Avg - Delay (Peace Arch)
2019-02-15 00:00:00,0.0
2019-02-15 01:00:00,0.0
2019-02-15 02:00:00,0.0
2019-02-15 03:00:00,0.0
2019-02-15 04:00:00,0.1
2019-02-15 05:00:00,0.0
2019-02-15 06:00:00,0.0
2019-02-15 07:00:00,0.0
2019-02-15 08:00:00,1.0
2019-02-15 09:00:00,1.1
2019-02-15 10:00:00,19.6
2019-02-15 11:00:00,41.2
2019-02-15 12:00:00,41.3
2019-02-15 13:00:00,41.9
2019-02-15 14:00:00,33.2
2019-02-15 15:00:00,39.8
2019-02-15 16:00:00,30.4
2019-02-15 17:00:00,20.6
2019-02-15 18:00:00,17.3
2019-02-15 19:00:00,11.5
2019-02-15 20:00:00,14.6
2019-02-15 21:00:00,1.0
2019-02-15 22:00:00,0.1
2019-02-15 23:00:00,2.8
