Group Starts,Avg - Delay (Peace Arch)
2019-05-04 00:00:00,0.3
2019-05-04 01:00:00,0.0
2019-05-04 02:00:00,0.1
2019-05-04 03:00:00,0.0
2019-05-04 04:00:00,0.0
2019-05-04 05:00:00,0.5
2019-05-04 06:00:00,3.4
2019-05-04 07:00:00,20.1
2019-05-04 08:00:00,16.3
2019-05-04 09:00:00,21.0
2019-05-04 10:00:00,27.9
2019-05-04 11:00:00,20.3
2019-05-04 12:00:00,5.8
2019-05-04 13:00:00,1.8
2019-05-04 14:00:00,1.8
2019-05-04 15:00:00,6.0
2019-05-04 16:00:00,11.2
2019-05-04 17:00:00,21.7
2019-05-04 18:00:00,24.0
2019-05-04 19:00:00,12.0
2019-05-04 20:00:00,1.5
2019-05-04 21:00:00,2.6
2019-05-04 22:00:00,0.4
2019-05-04 23:00:00,3.7
