Group Starts,Avg - Delay (Peace Arch)
2019-03-15 00:00:00,0.0
2019-03-15 01:00:00,0.0
2019-03-15 02:00:00,0.0
2019-03-15 03:00:00,0.0
2019-03-15 04:00:00,0.0
2019-03-15 05:00:00,1.4
2019-03-15 06:00:00,0.8
2019-03-15 07:00:00,0.7
2019-03-15 08:00:00,2.7
2019-03-15 09:00:00,1.7
2019-03-15 10:00:00,12.8
2019-03-15 11:00:00,37.9
2019-03-15 12:00:00,31.4
2019-03-15 13:00:00,25.0
2019-03-15 14:00:00,35.9
2019-03-15 15:00:00,20.3
2019-03-15 16:00:00,23.8
2019-03-15 17:00:00,19.3
2019-03-15 18:00:00,
2019-03-15 19:00:00,
2019-03-15 20:00:00,1.1
2019-03-15 21:00:00,0.3
2019-03-15 22:00:00,1.6
2019-03-15 23:00:00,7.3
