Group Starts,Avg - Delay (Peace Arch)
2019-05-11 00:00:00,0.0
2019-05-11 01:00:00,0.0
2019-05-11 02:00:00,0.0
2019-05-11 03:00:00,0.0
2019-05-11 04:00:00,0.0
2019-05-11 05:00:00,1.4
2019-05-11 06:00:00,4.2
2019-05-11 07:00:00,14.7
2019-05-11 08:00:00,16.4
2019-05-11 09:00:00,27.2
2019-05-11 10:00:00,23.6
2019-05-11 11:00:00,14.4
2019-05-11 12:00:00,9.8
2019-05-11 13:00:00,1.8
2019-05-11 14:00:00,9.4
2019-05-11 15:00:00,13.8
2019-05-11 16:00:00,22.3
2019-05-11 17:00:00,12.7
2019-05-11 18:00:00,9.5
2019-05-11 19:00:00,9.4
2019-05-11 20:00:00,1.7
2019-05-11 21:00:00,1.8
2019-05-11 22:00:00,3.9
2019-05-11 23:00:00,1.9
