Group Starts,Avg - Delay (Peace Arch)
2019-01-26 00:00:00,0.0
2019-01-26 01:00:00,0.0
2019-01-26 02:00:00,0.0
2019-01-26 03:00:00,0.0
2019-01-26 04:00:00,0.0
2019-01-26 05:00:00,0.0
2019-01-26 06:00:00,0.2
2019-01-26 07:00:00,9.6
2019-01-26 08:00:00,21.0
2019-01-26 09:00:00,24.8
2019-01-26 10:00:00,32.3
2019-01-26 11:00:00,36.3
2019-01-26 12:00:00,60.0
2019-01-26 13:00:00,15.6
2019-01-26 14:00:00,14.8
2019-01-26 15:00:00,24.5
2019-01-26 16:00:00,12.8
2019-01-26 17:00:00,19.7
2019-01-26 18:00:00,8.7
2019-01-26 19:00:00,6.3
2019-01-26 20:00:00,1.5
2019-01-26 21:00:00,2.7
2019-01-26 22:00:00,0.4
2019-01-26 23:00:00,0.0
