Group Starts,Avg - Delay (Peace Arch)
2019-05-25 00:00:00,0.1
2019-05-25 01:00:00,0.1
2019-05-25 02:00:00,0.0
2019-05-25 03:00:00,0.0
2019-05-25 04:00:00,0.0
2019-05-25 05:00:00,0.2
2019-05-25 06:00:00,2.8
2019-05-25 07:00:00,6.9
2019-05-25 08:00:00,4.6
2019-05-25 09:00:00,1.8
2019-05-25 10:00:00,3.6
2019-05-25 11:00:00,1.7
2019-05-25 12:00:00,1.7
2019-05-25 13:00:00,1.7
2019-05-25 14:00:00,4.4
2019-05-25 15:00:00,1.8
2019-05-25 16:00:00,14.2
2019-05-25 17:00:00,17.0
2019-05-25 18:00:00,12.8
2019-05-25 19:00:00,9.4
2019-05-25 20:00:00,7.6
2019-05-25 21:00:00,4.7
2019-05-25 22:00:00,11.8
2019-05-25 23:00:00,11.8
