Group Starts,Avg - Delay (Peace Arch)
2019-01-21 00:00:00,0.0
2019-01-21 01:00:00,0.0
2019-01-21 02:00:00,0.0
2019-01-21 03:00:00,0.0
2019-01-21 04:00:00,0.0
2019-01-21 05:00:00,0.0
2019-01-21 06:00:00,0.0
2019-01-21 07:00:00,0.2
2019-01-21 08:00:00,0.1
2019-01-21 09:00:00,0.1
2019-01-21 10:00:00,2.2
2019-01-21 11:00:00,21.3
2019-01-21 12:00:00,32.7
2019-01-21 13:00:00,42.3
2019-01-21 14:00:00,45.3
2019-01-21 15:00:00,50.9
2019-01-21 16:00:00,57.3
2019-01-21 17:00:00,51.1
2019-01-21 18:00:00,43.9
2019-01-21 19:00:00,24.5
2019-01-21 20:00:00,6.9
2019-01-21 21:00:00,0.9
2019-01-21 22:00:00,2.2
2019-01-21 23:00:00,0.2
