Group Starts,Avg - Delay (Peace Arch)
2019-03-17 00:00:00,0.0
2019-03-17 01:00:00,0.0
2019-03-17 02:00:00,0.0
2019-03-17 03:00:00,0.1
2019-03-17 04:00:00,0.0
2019-03-17 05:00:00,0.1
2019-03-17 06:00:00,0.8
2019-03-17 07:00:00,11.9
2019-03-17 08:00:00,21.9
2019-03-17 09:00:00,39.8
2019-03-17 10:00:00,43.6
2019-03-17 11:00:00,66.2
2019-03-17 12:00:00,60.9
2019-03-17 13:00:00,72.5
2019-03-17 14:00:00,78.4
2019-03-17 15:00:00,57.9
2019-03-17 16:00:00,50.9
2019-03-17 17:00:00,47.5
2019-03-17 18:00:00,34.2
2019-03-17 19:00:00,10.0
2019-03-17 20:00:00,3.6
2019-03-17 21:00:00,1.6
2019-03-17 22:00:00,0.8
2019-03-17 23:00:00,2.9
