Group Starts,Avg - Delay (Peace Arch)
2019-03-16 00:00:00,6.0
2019-03-16 01:00:00,0.0
2019-03-16 02:00:00,0.0
2019-03-16 03:00:00,0.0
2019-03-16 04:00:00,0.0
2019-03-16 05:00:00,1.5
2019-03-16 06:00:00,7.3
2019-03-16 07:00:00,27.4
2019-03-16 08:00:00,35.8
2019-03-16 09:00:00,51.1
2019-03-16 10:00:00,74.3
2019-03-16 11:00:00,78.9
2019-03-16 12:00:00,72.7
2019-03-16 13:00:00,67.6
2019-03-16 14:00:00,61.3
2019-03-16 15:00:00,76.1
2019-03-16 16:00:00,55.4
2019-03-16 17:00:00,58.3
2019-03-16 18:00:00,38.2
2019-03-16 19:00:00,5.8
2019-03-16 20:00:00,1.2
2019-03-16 21:00:00,1.0
2019-03-16 22:00:00,1.0
2019-03-16 23:00:00,0.7
