Group Starts,Avg - Delay (Peace Arch)
2019-02-09 00:00:00,0.0
2019-02-09 01:00:00,0.0
2019-02-09 02:00:00,0.2
2019-02-09 03:00:00,0.0
2019-02-09 04:00:00,0.0
2019-02-09 05:00:00,0.0
2019-02-09 06:00:00,0.0
2019-02-09 07:00:00,0.5
2019-02-09 08:00:00,0.6
2019-02-09 09:00:00,0.2
2019-02-09 10:00:00,1.4
2019-02-09 11:00:00,5.5
2019-02-09 12:00:00,1.3
2019-02-09 13:00:00,5.1
2019-02-09 14:00:00,11.3
2019-02-09 15:00:00,8.3
2019-02-09 16:00:00,0.7
2019-02-09 17:00:00,0.3
2019-02-09 18:00:00,0.4
2019-02-09 19:00:00,0.6
2019-02-09 20:00:00,0.0
2019-02-09 21:00:00,0.4
2019-02-09 22:00:00,0.0
2019-02-09 23:00:00,0.0
