Group Starts,Avg - Delay (Peace Arch)
2019-06-24 00:00:00,0.4
2019-06-24 01:00:00,0.3
2019-06-24 02:00:00,0.0
2019-06-24 03:00:00,0.0
2019-06-24 04:00:00,0.0
2019-06-24 05:00:00,0.6
2019-06-24 06:00:00,0.9
2019-06-24 07:00:00,1.5
2019-06-24 08:00:00,6.3
2019-06-24 09:00:00,25.6
2019-06-24 10:00:00,56.0
2019-06-24 11:00:00,53.8
2019-06-24 12:00:00,67.4
2019-06-24 13:00:00,41.7
2019-06-24 14:00:00,33.8
2019-06-24 15:00:00,30.2
2019-06-24 16:00:00,29.5
2019-06-24 17:00:00,29.8
2019-06-24 18:00:00,28.1
2019-06-24 19:00:00,25.8
2019-06-24 20:00:00,4.4
2019-06-24 21:00:00,1.1
2019-06-24 22:00:00,1.3
2019-06-24 23:00:00,1.5
