Group Starts,Avg - Delay (Peace Arch)
2019-05-21 00:00:00,0.0
2019-05-21 01:00:00,0.0
2019-05-21 02:00:00,0.1
2019-05-21 03:00:00,0.1
2019-05-21 04:00:00,0.0
2019-05-21 05:00:00,0.2
2019-05-21 06:00:00,0.4
2019-05-21 07:00:00,2.8
2019-05-21 08:00:00,2.3
2019-05-21 09:00:00,0.9
2019-05-21 10:00:00,1.4
2019-05-21 11:00:00,9.7
2019-05-21 12:00:00,4.0
2019-05-21 13:00:00,1.0
2019-05-21 14:00:00,1.0
2019-05-21 15:00:00,1.8
2019-05-21 16:00:00,12.9
2019-05-21 17:00:00,11.8
2019-05-21 18:00:00,3.1
2019-05-21 19:00:00,11.5
2019-05-21 20:00:00,10.5
2019-05-21 21:00:00,0.5
2019-05-21 22:00:00,0.0
2019-05-21 23:00:00,0.2
