Group Starts,Avg - Delay (Peace Arch)
2019-03-11 00:00:00,0.0
2019-03-11 01:00:00,0.0
2019-03-11 02:00:00,0.0
2019-03-11 03:00:00,0.0
2019-03-11 04:00:00,0.0
2019-03-11 05:00:00,0.0
2019-03-11 06:00:00,0.0
2019-03-11 07:00:00,0.0
2019-03-11 08:00:00,0.1
2019-03-11 09:00:00,0.8
2019-03-11 10:00:00,3.3
2019-03-11 11:00:00,12.8
2019-03-11 12:00:00,17.1
2019-03-11 13:00:00,9.0
2019-03-11 14:00:00,2.7
2019-03-11 15:00:00,5.3
2019-03-11 16:00:00,5.2
2019-03-11 17:00:00,2.6
2019-03-11 18:00:00,2.8
2019-03-11 19:00:00,0.2
2019-03-11 20:00:00,0.0
2019-03-11 21:00:00,0.0
2019-03-11 22:00:00,0.0
2019-03-11 23:00:00,0.0
