Group Starts,Avg - Delay (Peace Arch)
2019-06-02 00:00:00,4.2
2019-06-02 01:00:00,0.9
2019-06-02 02:00:00,0.0
2019-06-02 03:00:00,
2019-06-02 04:00:00,0.0
2019-06-02 05:00:00,0.3
2019-06-02 06:00:00,6.7
2019-06-02 07:00:00,24.8
2019-06-02 08:00:00,24.3
2019-06-02 09:00:00,30.5
2019-06-02 10:00:00,50.6
2019-06-02 11:00:00,48.3
2019-06-02 12:00:00,60.6
2019-06-02 13:00:00,66.8
2019-06-02 14:00:00,47.5
2019-06-02 15:00:00,38.8
2019-06-02 16:00:00,42.2
2019-06-02 17:00:00,21.8
2019-06-02 18:00:00,10.4
2019-06-02 19:00:00,1.0
2019-06-02 20:00:00,1.0
2019-06-02 21:00:00,0.9
2019-06-02 22:00:00,2.4
2019-06-02 23:00:00,0.3
