Group Starts,Avg - Delay (Peace Arch)
2019-03-10 00:00:00,0.9
2019-03-10 01:00:00,0.0
2019-03-10 02:00:00,
2019-03-10 03:00:00,0.0
2019-03-10 04:00:00,0.0
2019-03-10 05:00:00,0.0
2019-03-10 06:00:00,0.2
2019-03-10 07:00:00,0.6
2019-03-10 08:00:00,1.6
2019-03-10 09:00:00,8.8
2019-03-10 10:00:00,20.2
2019-03-10 11:00:00,21.4
2019-03-10 12:00:00,33.2
2019-03-10 13:00:00,37.8
2019-03-10 14:00:00,45.0
2019-03-10 15:00:00,50.7
2019-03-10 16:00:00,33.7
2019-03-10 17:00:00,35.8
2019-03-10 18:00:00,20.9
2019-03-10 19:00:00,8.4
2019-03-10 20:00:00,4.9
2019-03-10 21:00:00,2.9
2019-03-10 22:00:00,1.1
2019-03-10 23:00:00,0.2
