Group Starts,Avg - Delay (Peace Arch)
2019-07-23 00:00:00,0.1
2019-07-23 01:00:00,0.0
2019-07-23 02:00:00,0.0
2019-07-23 03:00:00,0.0
2019-07-23 04:00:00,0.0
2019-07-23 05:00:00,0.1
2019-07-23 06:00:00,1.4
2019-07-23 07:00:00,3.5
2019-07-23 08:00:00,3.0
2019-07-23 09:00:00,0.4
2019-07-23 10:00:00,3.1
2019-07-23 11:00:00,25.8
2019-07-23 12:00:00,9.1
2019-07-23 13:00:00,21.8
2019-07-23 14:00:00,13.0
2019-07-23 15:00:00,3.4
2019-07-23 16:00:00,1.3
2019-07-23 17:00:00,2.3
2019-07-23 18:00:00,12.2
2019-07-23 19:00:00,3.1
2019-07-23 20:00:00,1.5
2019-07-23 21:00:00,0.3
2019-07-23 22:00:00,0.3
2019-07-23 23:00:00,0.8
