Group Starts,Avg - Delay (Peace Arch)
2019-05-28 00:00:00,0.1
2019-05-28 01:00:00,0.0
2019-05-28 02:00:00,0.0
2019-05-28 03:00:00,0.0
2019-05-28 04:00:00,0.0
2019-05-28 05:00:00,0.0
2019-05-28 06:00:00,2.0
2019-05-28 07:00:00,5.4
2019-05-28 08:00:00,3.8
2019-05-28 09:00:00,21.7
2019-05-28 10:00:00,41.2
2019-05-28 11:00:00,42.1
2019-05-28 12:00:00,40.4
2019-05-28 13:00:00,31.3
2019-05-28 14:00:00,21.4
2019-05-28 15:00:00,9.9
2019-05-28 16:00:00,16.8
2019-05-28 17:00:00,12.3
2019-05-28 18:00:00,1.3
2019-05-28 19:00:00,3.9
2019-05-28 20:00:00,2.9
2019-05-28 21:00:00,0.8
2019-05-28 22:00:00,0.1
2019-05-28 23:00:00,0.7
