Group Starts,Avg - Delay (Peace Arch)
2019-01-18 00:00:00,0.0
2019-01-18 01:00:00,0.0
2019-01-18 02:00:00,0.0
2019-01-18 03:00:00,0.0
2019-01-18 04:00:00,0.0
2019-01-18 05:00:00,0.0
2019-01-18 06:00:00,0.0
2019-01-18 07:00:00,0.0
2019-01-18 08:00:00,0.0
2019-01-18 09:00:00,0.5
2019-01-18 10:00:00,6.3
2019-01-18 11:00:00,7.8
2019-01-18 12:00:00,1.5
2019-01-18 13:00:00,13.8
2019-01-18 14:00:00,8.0
2019-01-18 15:00:00,1.1
2019-01-18 16:00:00,3.8
2019-01-18 17:00:00,1.0
2019-01-18 18:00:00,1.1
2019-01-18 19:00:00,5.9
2019-01-18 20:00:00,0.5
2019-01-18 21:00:00,1.6
2019-01-18 22:00:00,6.4
2019-01-18 23:00:00,14.4
