Group Starts,Avg - Delay (Peace Arch)
2019-06-26 00:00:00,0.2
2019-06-26 01:00:00,0.0
2019-06-26 02:00:00,0.0
2019-06-26 03:00:00,0.0
2019-06-26 04:00:00,0.0
2019-06-26 05:00:00,0.0
2019-06-26 06:00:00,1.0
2019-06-26 07:00:00,8.2
2019-06-26 08:00:00,13.1
2019-06-26 09:00:00,15.1
2019-06-26 10:00:00,34.6
2019-06-26 11:00:00,38.3
2019-06-26 12:00:00,49.9
2019-06-26 13:00:00,43.1
2019-06-26 14:00:00,43.1
2019-06-26 15:00:00,43.8
2019-06-26 16:00:00,48.0
2019-06-26 17:00:00,41.0
2019-06-26 18:00:00,37.0
2019-06-26 19:00:00,14.4
2019-06-26 20:00:00,1.3
2019-06-26 21:00:00,0.5
2019-06-26 22:00:00,0.0
2019-06-26 23:00:00,0.1
