Group Starts,Avg - Delay (Peace Arch)
2019-03-21 00:00:00,0.0
2019-03-21 01:00:00,0.0
2019-03-21 02:00:00,0.0
2019-03-21 03:00:00,0.0
2019-03-21 04:00:00,0.0
2019-03-21 05:00:00,0.0
2019-03-21 06:00:00,0.1
2019-03-21 07:00:00,0.5
2019-03-21 08:00:00,8.8
2019-03-21 09:00:00,21.0
2019-03-21 10:00:00,45.3
2019-03-21 11:00:00,52.1
2019-03-21 12:00:00,45.9
2019-03-21 13:00:00,41.6
2019-03-21 14:00:00,30.3
2019-03-21 15:00:00,28.7
2019-03-21 16:00:00,20.8
2019-03-21 17:00:00,26.1
2019-03-21 18:00:00,23.9
2019-03-21 19:00:00,14.0
2019-03-21 20:00:00,2.5
2019-03-21 21:00:00,9.2
2019-03-21 22:00:00,10.2
2019-03-21 23:00:00,27.3
