Group Starts,Avg - Delay (Peace Arch)
2019-04-19 00:00:00,0.2
2019-04-19 01:00:00,0.3
2019-04-19 02:00:00,0.2
2019-04-19 03:00:00,0.1
2019-04-19 04:00:00,1.8
2019-04-19 05:00:00,15.2
2019-04-19 06:00:00,25.7
2019-04-19 07:00:00,50.3
2019-04-19 08:00:00,53.8
2019-04-19 09:00:00,66.8
2019-04-19 10:00:00,75.5
2019-04-19 11:00:00,74.1
2019-04-19 12:00:00,73.3
2019-04-19 13:00:00,76.0
2019-04-19 14:00:00,72.8
2019-04-19 15:00:00,54.7
2019-04-19 16:00:00,37.9
2019-04-19 17:00:00,10.4
2019-04-19 18:00:00,1.3
2019-04-19 19:00:00,1.1
2019-04-19 20:00:00,0.8
2019-04-19 21:00:00,0.1
2019-04-19 22:00:00,3.1
2019-04-19 23:00:00,1.9
