Group Starts,Avg - Delay (Peace Arch)
2019-01-04 00:00:00,0.0
2019-01-04 01:00:00,0.0
2019-01-04 02:00:00,0.0
2019-01-04 03:00:00,0.0
2019-01-04 04:00:00,0.0
2019-01-04 05:00:00,0.0
2019-01-04 06:00:00,0.8
2019-01-04 07:00:00,2.6
2019-01-04 08:00:00,2.4
2019-01-04 09:00:00,2.0
2019-01-04 10:00:00,9.7
2019-01-04 11:00:00,21.0
2019-01-04 12:00:00,23.8
2019-01-04 13:00:00,23.3
2019-01-04 14:00:00,6.3
2019-01-04 15:00:00,4.9
2019-01-04 16:00:00,6.8
2019-01-04 17:00:00,1.9
2019-01-04 18:00:00,0.9
2019-01-04 19:00:00,0.8
2019-01-04 20:00:00,0.3
2019-01-04 21:00:00,1.2
2019-01-04 22:00:00,1.2
2019-01-04 23:00:00,1.5
