Group Starts,Avg - Delay (Peace Arch)
2019-03-19 00:00:00,0.0
2019-03-19 01:00:00,0.0
2019-03-19 02:00:00,0.1
2019-03-19 03:00:00,0.0
2019-03-19 04:00:00,0.0
2019-03-19 05:00:00,0.0
2019-03-19 06:00:00,0.0
2019-03-19 07:00:00,0.9
2019-03-19 08:00:00,1.6
2019-03-19 09:00:00,17.3
2019-03-19 10:00:00,50.4
2019-03-19 11:00:00,56.3
2019-03-19 12:00:00,53.4
2019-03-19 13:00:00,58.7
2019-03-19 14:00:00,60.0
2019-03-19 15:00:00,52.3
2019-03-19 16:00:00,35.3
2019-03-19 17:00:00,12.0
2019-03-19 18:00:00,3.4
2019-03-19 19:00:00,1.2
2019-03-19 20:00:00,11.8
2019-03-19 21:00:00,4.7
2019-03-19 22:00:00,2.2
2019-03-19 23:00:00,0.0
