Group Starts,Avg - Delay (Peace Arch)
2019-01-23 00:00:00,0.0
2019-01-23 01:00:00,0.0
2019-01-23 02:00:00,0.0
2019-01-23 03:00:00,0.0
2019-01-23 04:00:00,0.0
2019-01-23 05:00:00,0.0
2019-01-23 06:00:00,0.0
2019-01-23 07:00:00,0.0
2019-01-23 08:00:00,0.2
2019-01-23 09:00:00,1.2
2019-01-23 10:00:00,14.8
2019-01-23 11:00:00,8.3
2019-01-23 12:00:00,4.3
2019-01-23 13:00:00,1.0
2019-01-23 14:00:00,0.6
2019-01-23 15:00:00,4.8
2019-01-23 16:00:00,2.9
2019-01-23 17:00:00,2.3
2019-01-23 18:00:00,0.1
2019-01-23 19:00:00,0.1
2019-01-23 20:00:00,0.0
2019-01-23 21:00:00,0.0
2019-01-23 22:00:00,0.0
2019-01-23 23:00:00,0.0
