Group Starts,Avg - Delay (Peace Arch)
2019-03-30 00:00:00,0.0
2019-03-30 01:00:00,16.1
2019-03-30 02:00:00,2.4
2019-03-30 03:00:00,0.0
2019-03-30 04:00:00,0.0
2019-03-30 05:00:00,0.1
2019-03-30 06:00:00,1.0
2019-03-30 07:00:00,13.5
2019-03-30 08:00:00,9.6
2019-03-30 09:00:00,24.8
2019-03-30 10:00:00,47.6
2019-03-30 11:00:00,44.8
2019-03-30 12:00:00,52.0
2019-03-30 13:00:00,36.8
2019-03-30 14:00:00,30.6
2019-03-30 15:00:00,31.8
2019-03-30 16:00:00,27.6
2019-03-30 17:00:00,31.8
2019-03-30 18:00:00,33.7
2019-03-30 19:00:00,28.2
2019-03-30 20:00:00,46.7
2019-03-30 21:00:00,12.6
2019-03-30 22:00:00,19.8
2019-03-30 23:00:00,25.2
