Group Starts,Avg - Delay (Peace Arch)
2019-07-20 00:00:00,4.1
2019-07-20 01:00:00,0.2
2019-07-20 02:00:00,0.0
2019-07-20 03:00:00,0.0
2019-07-20 04:00:00,0.0
2019-07-20 05:00:00,0.1
2019-07-20 06:00:00,9.4
2019-07-20 07:00:00,32.2
2019-07-20 08:00:00,50.7
2019-07-20 09:00:00,52.5
2019-07-20 10:00:00,67.0
2019-07-20 11:00:00,73.8
2019-07-20 12:00:00,64.0
2019-07-20 13:00:00,44.4
2019-07-20 14:00:00,39.4
2019-07-20 15:00:00,29.2
2019-07-20 16:00:00,35.1
2019-07-20 17:00:00,31.9
2019-07-20 18:00:00,24.7
2019-07-20 19:00:00,7.2
2019-07-20 20:00:00,4.5
2019-07-20 21:00:00,2.3
2019-07-20 22:00:00,7.6
2019-07-20 23:00:00,18.7
