Group Starts,Avg - Delay (Peace Arch)
2019-06-04 00:00:00,0.0
2019-06-04 01:00:00,0.0
2019-06-04 02:00:00,0.0
2019-06-04 03:00:00,0.0
2019-06-04 04:00:00,0.0
2019-06-04 05:00:00,0.0
2019-06-04 06:00:00,0.1
2019-06-04 07:00:00,0.3
2019-06-04 08:00:00,1.7
2019-06-04 09:00:00,16.2
2019-06-04 10:00:00,23.8
2019-06-04 11:00:00,41.3
2019-06-04 12:00:00,43.8
2019-06-04 13:00:00,36.8
2019-06-04 14:00:00,25.8
2019-06-04 15:00:00,25.2
2019-06-04 16:00:00,14.5
2019-06-04 17:00:00,7.8
2019-06-04 18:00:00,6.4
2019-06-04 19:00:00,10.6
2019-06-04 20:00:00,6.1
2019-06-04 21:00:00,1.0
2019-06-04 22:00:00,0.2
2019-06-04 23:00:00,0.0
