Group Starts,Avg - Delay (Peace Arch)
2019-04-15 00:00:00,0.0
2019-04-15 01:00:00,0.0
2019-04-15 02:00:00,0.0
2019-04-15 03:00:00,19.1
2019-04-15 04:00:00,0.0
2019-04-15 05:00:00,0.0
2019-04-15 06:00:00,0.0
2019-04-15 07:00:00,20.8
2019-04-15 08:00:00,11.8
2019-04-15 09:00:00,18.3
2019-04-15 10:00:00,22.9
2019-04-15 11:00:00,35.1
2019-04-15 12:00:00,37.6
2019-04-15 13:00:00,19.6
2019-04-15 14:00:00,8.6
2019-04-15 15:00:00,0.4
2019-04-15 16:00:00,2.8
2019-04-15 17:00:00,14.1
2019-04-15 18:00:00,15.3
2019-04-15 19:00:00,6.1
2019-04-15 20:00:00,6.4
2019-04-15 21:00:00,0.4
2019-04-15 22:00:00,0.3
2019-04-15 23:00:00,5.4
