Group Starts,Avg - Delay (Peace Arch)
2019-03-27 00:00:00,0.1
2019-03-27 01:00:00,0.0
2019-03-27 02:00:00,0.0
2019-03-27 03:00:00,0.0
2019-03-27 04:00:00,0.0
2019-03-27 05:00:00,0.1
2019-03-27 06:00:00,0.5
2019-03-27 07:00:00,0.9
2019-03-27 08:00:00,3.7
2019-03-27 09:00:00,19.0
2019-03-27 10:00:00,38.1
2019-03-27 11:00:00,52.8
2019-03-27 12:00:00,52.5
2019-03-27 13:00:00,37.6
2019-03-27 14:00:00,21.7
2019-03-27 15:00:00,10.0
2019-03-27 16:00:00,8.8
2019-03-27 17:00:00,3.3
2019-03-27 18:00:00,9.7
2019-03-27 19:00:00,5.5
2019-03-27 20:00:00,6.8
2019-03-27 21:00:00,3.1
2019-03-27 22:00:00,23.3
2019-03-27 23:00:00,0.2
