Group Starts,Avg - Delay (Peace Arch)
2019-04-02 00:00:00,12.6
2019-04-02 01:00:00,1.2
2019-04-02 02:00:00,0.0
2019-04-02 03:00:00,0.0
2019-04-02 04:00:00,0.0
2019-04-02 05:00:00,0.0
2019-04-02 06:00:00,0.0
2019-04-02 07:00:00,1.3
2019-04-02 08:00:00,18.0
2019-04-02 09:00:00,16.8
2019-04-02 10:00:00,18.9
2019-04-02 11:00:00,19.8
2019-04-02 12:00:00,27.5
2019-04-02 13:00:00,18.4
2019-04-02 14:00:00,7.8
2019-04-02 15:00:00,1.3
2019-04-02 16:00:00,13.1
2019-04-02 17:00:00,5.7
2019-04-02 18:00:00,11.2
2019-04-02 19:00:00,9.9
2019-04-02 20:00:00,22.2
2019-04-02 21:00:00,8.8
2019-04-02 22:00:00,1.9
2019-04-02 23:00:00,2.4
