Group Starts,Avg - Delay (Peace Arch)
2019-06-03 00:00:00,0.0
2019-06-03 01:00:00,0.0
2019-06-03 02:00:00,0.0
2019-06-03 03:00:00,0.0
2019-06-03 04:00:00,0.0
2019-06-03 05:00:00,0.3
2019-06-03 06:00:00,2.5
2019-06-03 07:00:00,3.8
2019-06-03 08:00:00,4.9
2019-06-03 09:00:00,21.2
2019-06-03 10:00:00,50.0
2019-06-03 11:00:00,73.8
2019-06-03 12:00:00,51.8
2019-06-03 13:00:00,54.8
2019-06-03 14:00:00,52.3
2019-06-03 15:00:00,35.2
2019-06-03 16:00:00,31.3
2019-06-03 17:00:00,33.9
2019-06-03 18:00:00,28.2
2019-06-03 19:00:00,19.0
2019-06-03 20:00:00,8.4
2019-06-03 21:00:00,8.0
2019-06-03 22:00:00,1.3
2019-06-03 23:00:00,0.4
