Group Starts,Avg - Delay (Peace Arch)
2019-04-22 00:00:00,
2019-04-22 01:00:00,
2019-04-22 02:00:00,
2019-04-22 03:00:00,
2019-04-22 04:00:00,
2019-04-22 05:00:00,
2019-04-22 06:00:00,
2019-04-22 07:00:00,
2019-04-22 08:00:00,
2019-04-22 09:00:00,
2019-04-22 10:00:00,
2019-04-22 11:00:00,
2019-04-22 12:00:00,42.7
2019-04-22 13:00:00,41.0
2019-04-22 14:00:00,17.1
2019-04-22 15:00:00,7.0
2019-04-22 16:00:00,1.0
2019-04-22 17:00:00,1.0
2019-04-22 18:00:00,1.0
2019-04-22 19:00:00,0.6
2019-04-22 20:00:00,0.5
2019-04-22 21:00:00,0.0
2019-04-22 22:00:00,0.1
2019-04-22 23:00:00,0.1
