Group Starts,Avg - Delay (Peace Arch)
2019-02-03 00:00:00,0.0
2019-02-03 01:00:00,0.0
2019-02-03 02:00:00,0.0
2019-02-03 03:00:00,0.0
2019-02-03 04:00:00,0.0
2019-02-03 05:00:00,0.0
2019-02-03 06:00:00,0.0
2019-02-03 07:00:00,0.1
2019-02-03 08:00:00,0.4
2019-02-03 09:00:00,0.4
2019-02-03 10:00:00,4.8
2019-02-03 11:00:00,11.9
2019-02-03 12:00:00,15.3
2019-02-03 13:00:00,27.5
2019-02-03 14:00:00,28.7
2019-02-03 15:00:00,18.2
2019-02-03 16:00:00,5.4
2019-02-03 17:00:00,1.0
2019-02-03 18:00:00,0.7
2019-02-03 19:00:00,0.4
2019-02-03 20:00:00,0.6
2019-02-03 21:00:00,0.0
2019-02-03 22:00:00,0.0
2019-02-03 23:00:00,0.0
