Group Starts,Avg - Delay (Peace Arch)
2019-03-14 00:00:00,0.0
2019-03-14 01:00:00,0.0
2019-03-14 02:00:00,0.0
2019-03-14 03:00:00,0.0
2019-03-14 04:00:00,0.0
2019-03-14 05:00:00,0.0
2019-03-14 06:00:00,0.1
2019-03-14 07:00:00,5.0
2019-03-14 08:00:00,2.0
2019-03-14 09:00:00,1.3
2019-03-14 10:00:00,12.1
2019-03-14 11:00:00,23.7
2019-03-14 12:00:00,27.3
2019-03-14 13:00:00,25.3
2019-03-14 14:00:00,19.1
2019-03-14 15:00:00,13.8
2019-03-14 16:00:00,19.4
2019-03-14 17:00:00,19.6
2019-03-14 18:00:00,27.8
2019-03-14 19:00:00,11.8
2019-03-14 20:00:00,0.6
2019-03-14 21:00:00,3.8
2019-03-14 22:00:00,8.5
2019-03-14 23:00:00,5.5
