Group Starts,Avg - Delay (Peace Arch)
2019-04-21 00:00:00,0.8
2019-04-21 01:00:00,0.1
2019-04-21 02:00:00,0.0
2019-04-21 03:00:00,0.0
2019-04-21 04:00:00,0.0
2019-04-21 05:00:00,0.1
2019-04-21 06:00:00,0.9
2019-04-21 07:00:00,1.9
2019-04-21 08:00:00,2.3
2019-04-21 09:00:00,10.2
2019-04-21 10:00:00,20.4
2019-04-21 11:00:00,31.4
2019-04-21 12:00:00,13.1
2019-04-21 13:00:00,19.8
2019-04-21 14:00:00,13.6
2019-04-21 15:00:00,14.5
2019-04-21 16:00:00,25.7
2019-04-21 17:00:00,26.3
2019-04-21 18:00:00,4.7
2019-04-21 19:00:00,1.0
2019-04-21 20:00:00,10.3
2019-04-21 21:00:00,2.2
2019-04-21 22:00:00,0.2
2019-04-21 23:00:00,2.8
