Group Starts,Avg - Delay (Peace Arch)
2019-05-16 00:00:00,0.0
2019-05-16 01:00:00,0.0
2019-05-16 02:00:00,0.0
2019-05-16 03:00:00,0.0
2019-05-16 04:00:00,0.0
2019-05-16 05:00:00,0.0
2019-05-16 06:00:00,0.0
2019-05-16 07:00:00,0.4
2019-05-16 08:00:00,0.4
2019-05-16 09:00:00,1.6
2019-05-16 10:00:00,7.7
2019-05-16 11:00:00,25.8
2019-05-16 12:00:00,18.7
2019-05-16 13:00:00,5.3
2019-05-16 14:00:00,13.6
2019-05-16 15:00:00,3.0
2019-05-16 16:00:00,10.1
2019-05-16 17:00:00,7.1
2019-05-16 18:00:00,6.2
2019-05-16 19:00:00,7.3
2019-05-16 20:00:00,7.0
2019-05-16 21:00:00,0.8
2019-05-16 22:00:00,0.0
2019-05-16 23:00:00,0.3
