Group Starts,Avg - Delay (Peace Arch)
2019-06-09 00:00:00,0.1
2019-06-09 01:00:00,0.0
2019-06-09 02:00:00,0.0
2019-06-09 03:00:00,0.0
2019-06-09 04:00:00,0.0
2019-06-09 05:00:00,0.1
2019-06-09 06:00:00,2.9
2019-06-09 07:00:00,18.2
2019-06-09 08:00:00,11.6
2019-06-09 09:00:00,6.4
2019-06-09 10:00:00,9.3
2019-06-09 11:00:00,20.8
2019-06-09 12:00:00,16.9
2019-06-09 13:00:00,23.3
2019-06-09 14:00:00,23.3
2019-06-09 15:00:00,19.2
2019-06-09 16:00:00,21.5
2019-06-09 17:00:00,27.8
2019-06-09 18:00:00,21.3
2019-06-09 19:00:00,19.4
2019-06-09 20:00:00,2.3
2019-06-09 21:00:00,6.0
2019-06-09 22:00:00,2.8
2019-06-09 23:00:00,0.3
